customer_id,week,salary_delay_days,savings_balance,discretionary_spend,utility_payment_delay_days,atm_withdrawals,failed_autodebits,lending_app_txns,liquidity_ratio,stress_type,default_next_30_days
61,2,1,107241.19192976978,10974.824042436934,4,4,0,0,4.009430936534179,Stable,0
61,3,1,106747.88121343902,21364.690518289,2,1,0,1,3.990987508110932,Stable,0
61,4,1,107616.23994349339,16558.72312559124,9,2,0,1,4.023452872339349,Stable,0
61,5,0,107315.18793076974,29719.438520258547,5,4,0,1,4.012197428124307,Stable,0
61,6,0,108846.50402841024,27711.281001658786,9,2,0,0,4.069448807235362,Stable,0
61,7,0,109731.18506335843,28282.27100625202,4,3,0,0,4.102524414160817,Stable,0
61,8,0,110398.98363954862,20226.727859504543,4,0,0,1,4.1274914275124015,Stable,0
61,9,1,110002.88319674371,14852.360641199935,2,1,0,1,4.112682403658984,Stable,0
61,10,1,110829.63714824038,18571.23234655332,3,3,0,0,4.143592288288049,Stable,0
61,11,1,110239.19765218106,29417.342918997667,2,2,0,1,4.121517502106987,Stable,0
61,12,0,109254.58132184166,21267.274198658382,7,5,0,1,4.084705610105033,Stable,0
62,1,1,26343.51137490576,14128.88797690471,9,1,0,0,1.5914872542644916,Moderate,0
62,2,3,24837.994851679156,8898.430682996863,9,2,0,1,1.5005346730500482,Moderate,0
62,3,1,23894.735356680514,5489.318778058402,0,5,0,1,1.4435496552826637,Moderate,0
62,4,3,22674.65147458002,7792.967322247449,1,0,0,1,1.3698408804780207,Moderate,0
62,5,2,21983.00719299278,5519.806660579482,9,5,0,0,1.3280566610941327,Moderate,0
62,6,2,21714.204029217024,10468.657486560742,2,0,0,1,1.3118174892173495,Moderate,0
62,7,1,21273.464071188147,7947.159687605746,5,3,0,0,1.2851911213172755,Moderate,0
62,8,1,20734.03214227888,6120.504469189557,7,4,0,1,1.2526024877374637,Moderate,0
62,9,2,20108.8501578083,14973.873183128397,7,0,0,1,1.2148334467876498,Moderate,0
62,10,1,19013.119597656492,14268.252530056647,7,4,1,1,1.148637213651818,Moderate,0
62,11,3,18511.17757822603,14360.221307184085,2,0,1,0,1.1183134532792993,Moderate,0
62,12,2,17530.9412891738,13402.38280848964,7,3,0,1,1.059094561082559,Moderate,0
63,1,1,90700.28856581639,11384.824144307178,7,4,0,0,8.266279963758352,Stable,0
63,2,0,91424.15909311302,18034.871479578323,1,4,0,0,8.332252371683001,Stable,0
63,3,1,91894.27896511432,12750.3933035454,2,4,0,0,8.37509834869077,Stable,0
63,4,0,91253.8537114559,21783.12799510838,4,5,0,0,8.316731010214664,Stable,0
63,5,1,92619.27071395937,16906.314697854214,2,3,0,1,8.441172942963082,Stable,0
63,6,1,93748.13652791054,18012.886629600285,6,5,0,0,8.544055976823167,Stable,0
63,7,1,94282.00821227524,27454.722706979337,9,2,0,1,8.59271219255813,Stable,0
63,8,0,95579.21837624507,12311.315871851804,8,0,0,0,8.710937862583714,Stable,0
63,9,0,97050.47456921097,19442.06782966478,5,3,0,1,8.845025810723419,Stable,0
63,10,0,98131.99224693012,16472.464107653403,4,0,0,1,8.943593610794892,Stable,0
63,11,1,99422.19889843401,16709.57593018882,3,3,0,1,9.061180991839388,Stable,0
63,12,0,100393.12250078014,20933.862960776445,7,4,0,1,9.14966942387552,Stable,0
64,1,0,84921.37141771671,9001.467818352161,0,5,0,1,4.67248931159388,Stable,0
64,2,1,84980.10255886674,8808.519191192076,7,1,0,1,4.675720778828804,Stable,0
64,3,0,85363.21582304253,7036.552145669001,2,3,0,1,4.696800191491443,Stable,0
64,4,1,85740.82726798388,15959.498018250193,7,3,0,1,4.717576886579717,Stable,0
64,5,1,86858.5299185711,5781.610419284144,6,2,0,1,4.779074406005309,Stable,0
64,6,1,87606.26543405587,8496.242782847965,3,4,0,0,4.820215830662905,Stable,0
64,7,1,87555.56944830542,10264.452542660221,6,4,0,1,4.817426468602387,Stable,0
64,8,1,87471.92345047492,15702.833013867448,6,5,0,1,4.812824152079516,Stable,0
64,9,1,87690.67718951392,9470.99533537062,5,0,0,0,4.824860280211541,Stable,0
64,10,1,86975.70881994719,12359.01954242142,5,5,0,1,4.785521748471447,Stable,0
64,11,0,87845.38607943512,8651.25667313427,4,5,0,0,4.8333725736719195,Stable,0
64,12,0,87895.37630874838,8546.024268178178,3,5,0,0,4.8361231040537405,Stable,0
65,1,1,141647.38670739756,10768.505069882734,9,1,0,1,6.252943148946822,Stable,0
65,2,0,143004.1423269557,8818.565359591752,0,5,0,0,6.312836352438364,Stable,0
65,3,0,142192.59874925247,22313.899186254628,7,4,0,0,6.2770112237704145,Stable,0
65,4,0,143220.48148744204,17628.20514852832,6,2,0,1,6.322386521367398,Stable,0
65,5,1,145487.6996111477,17527.574896288603,4,2,0,1,6.422471573152211,Stable,0
65,6,0,147052.47894643087,17869.573535058902,1,4,0,0,6.4915478650035,Stable,0
65,7,0,148053.1941333456,10272.259099935935,9,4,0,1,6.535723866534622,Stable,0
65,8,0,150717.67072721967,22598.099102250726,0,5,0,0,6.653345667052625,Stable,0
65,9,1,150821.1142206428,7969.76308168058,5,3,0,0,6.657912121108283,Stable,0
65,10,0,151119.70750852246,10757.540233252434,1,2,0,0,6.671093351607265,Stable,0
65,11,1,151847.41092608828,8007.902276195916,8,0,0,1,6.703217404193798,Stable,0
65,12,1,154621.20934058714,16138.747344293344,8,1,0,0,6.825665154171203,Stable,0
66,1,1,48128.198344172786,10438.357732590055,7,3,0,0,8.195378512569425,Stable,0
66,2,1,49071.14624666156,11622.71817384568,7,5,0,1,8.355945814990887,Stable,0
66,3,1,48609.174631849906,12550.798218306629,0,0,0,0,8.277280243128631,Stable,0
66,4,1,49003.69725859874,11648.112391818848,8,2,0,0,8.344460448688338,Stable,0
66,5,0,49730.97576080565,6201.413669341367,0,1,0,0,8.46830307763981,Stable,0
66,6,1,49478.61835723086,5880.383734713556,3,1,0,1,8.42533108795603,Stable,0
66,7,0,49289.68211587347,6107.579508918931,3,4,0,1,8.393158597276177,Stable,0
66,8,1,49338.661648707326,11844.371844645593,3,3,0,0,8.401498942951944,Stable,0
66,9,0,49310.615147279525,12356.841009158716,6,2,0,1,8.39672312122867,Stable,0
66,10,0,50194.46996302056,7033.7677944748575,3,0,0,1,8.547227919130213,Stable,0
66,11,1,50933.474847869606,4766.116700628164,6,5,0,0,8.673067343050992,Stable,0
66,12,0,50917.20217373887,10798.527465429124,4,1,0,1,8.67029639528022,Stable,0
67,1,6,194758.89575238994,32445.619105765556,4,0,1,0,3.8281877123867183,Severe,0
67,2,7,169546.43589141185,19299.91424287694,5,2,1,0,3.3326107136264174,Severe,0
67,3,6,142329.3477269208,16289.187416134992,3,0,0,0,2.7976306703491285,Severe,0
67,4,6,113765.54110863681,32142.241628861175,8,0,2,1,2.236179481726011,Severe,0
67,5,5,95766.19572799858,33777.12021776681,2,3,1,1,1.8823837151656617,Severe,0
67,6,7,80266.83633560863,19775.866185888986,3,3,0,3,1.577727761215046,Severe,0
67,7,7,62191.191383619,17083.89584362626,9,4,2,1,1.2224322475936993,Severe,0
67,8,6,53405.84855547063,31756.2316980976,0,0,1,0,1.049747239630926,Severe,1
67,9,6,41348.92781101812,35427.62264983159,7,5,0,0,0.8127559809527343,Severe,0
67,10,3,35101.801498891924,16583.373312715332,5,2,2,0,0.6899622461997184,Severe,1
67,11,5,29795.86299694233,38543.17671925977,6,3,0,3,0.5856685321828388,Severe,0
67,12,5,24660.422069159562,29908.98851935157,5,5,1,4,0.48472612448701674,Severe,1
68,1,1,77631.76481008313,23589.637193761548,8,4,0,1,1.5111978682197815,Stable,0
68,2,1,78531.26484715447,16587.117528162154,0,5,0,0,1.528707743743174,Stable,0
68,3,1,78244.7437907424,17620.179782118452,7,4,0,1,1.5231302586671969,Stable,0
68,4,1,78065.16797531616,26108.009567496767,2,5,0,1,1.519634594358652,Stable,0
68,5,0,78622.52208473637,39679.02066914249,1,1,0,1,1.5304841782121155,Stable,0
68,6,0,78099.51073832369,36583.615554598095,7,0,0,0,1.5203031185171936,Stable,0
68,7,1,79524.74835400943,33071.10261859237,6,2,0,0,1.5480471232013582,Stable,0
68,8,0,80763.74270813119,34811.967001099016,7,5,0,1,1.5721656735301532,Stable,0
68,9,1,81179.74393643635,14485.738735667315,8,1,0,0,1.5802636495446043,Stable,0
68,10,0,81621.02144587635,16571.609878624287,2,1,0,1,1.588853659486932,Stable,0
68,11,1,82673.81473778434,33384.63575832948,8,4,0,0,1.6093475769226568,Stable,0
68,12,1,83012.39402382351,22685.633423923562,0,1,0,0,1.6159384395230045,Stable,0
69,1,7,68371.48043397338,11918.573579769714,7,3,2,1,5.249377463535616,Severe,0
69,2,7,56282.137198658485,22306.44305583976,8,3,2,3,4.321190366728581,Severe,0
69,3,3,42939.746052883915,19333.84391340355,7,5,2,3,3.296797638272988,Severe,0
69,4,5,33008.23009346733,18733.39028950742,7,0,0,4,2.534282687226228,Severe,0
69,5,3,26899.074597766026,16855.19845430919,1,4,1,3,2.065238240962722,Severe,0
69,6,5,20343.050395029295,23391.62930761165,2,2,1,3,1.561884423233486,Severe,0
69,7,4,16470.940885470434,30386.71169757732,0,5,1,4,1.2645943211791757,Severe,0
69,8,5,13380.463811504434,26634.334684576577,3,0,1,0,1.0273158448221031,Severe,1
69,9,6,11532.88464157301,16920.092873619662,0,2,1,1,0.8854637100551532,Severe,1
69,10,4,10022.015761921994,31674.879703561015,9,1,1,1,0.7694632812673567,Severe,1
69,11,7,7563.657741973224,24941.992552122236,7,5,0,0,0.5807171972962283,Severe,0
69,12,7,6136.996810893736,22972.4065755877,1,1,1,3,0.47118202719050506,Severe,1
70,1,1,77798.48834191631,9366.727681455472,8,0,0,1,6.446926012552254,Moderate,0
70,2,1,74952.27002311966,18896.764054512496,7,0,0,1,6.211068487452161,Moderate,0
70,3,3,73395.33729130907,8862.209221741145,0,4,1,0,6.082050169199109,Moderate,0
70,4,3,70188.43009909146,16752.151076162623,0,4,0,1,5.816303445349083,Moderate,0
70,5,3,67574.82324062909,18914.451344491994,2,0,0,0,5.59972173018319,Moderate,0
70,6,3,63522.90728464208,15450.908191028604,8,5,0,1,5.263951679452603,Moderate,0
70,7,3,59941.05095053026,19568.229610312937,3,3,0,0,4.967134051427188,Moderate,0
70,8,2,58657.55191142806,7821.900880174433,3,2,1,1,4.860774358345393,Moderate,0
70,9,1,56005.773202468365,8253.914807059515,7,5,1,0,4.641029457092426,Moderate,0
70,10,1,52341.04011537963,15648.780987225618,2,2,0,1,4.337344082585169,Moderate,0
70,11,2,51531.58931370154,7439.984638584206,2,2,1,1,4.270267336745518,Moderate,0
70,12,3,48942.899895797156,18599.920363843165,7,5,0,0,4.05575045470329,Moderate,0
71,1,2,171077.65929854577,18709.883911287743,5,2,0,0,4.099645007421753,Moderate,0
71,2,3,163234.89249633093,21580.197935199656,8,0,1,1,3.9117036952895585,Moderate,0
71,3,3,153009.04092404642,23292.741772763155,9,2,1,1,3.666654975796654,Moderate,0
71,4,2,148037.58829537535,15294.513098707617,1,4,0,1,3.547520829162124,Moderate,0
71,5,3,142235.9771021975,17992.19530495764,4,4,0,1,3.408493053936327,Moderate,0
71,6,1,139385.07609586034,29710.504143372196,2,1,0,1,3.340175062415951,Moderate,0
71,7,2,131041.9684028059,15373.270758813722,6,4,0,0,3.140243756712709,Moderate,0
71,8,3,127273.64624772362,31999.14807687973,2,2,0,1,3.0499410066471357,Moderate,0
71,9,1,125674.9386595899,17568.34760490525,7,4,0,0,3.01163013888747,Moderate,0
71,10,3,118573.59559661515,31994.163193627734,3,3,0,1,2.8414560451251236,Moderate,0
71,11,1,110442.17195180744,22410.75765539532,5,4,0,1,2.64659746168792,Moderate,0
71,12,2,103295.19329971913,30084.651633165766,3,3,1,1,2.4753297726786125,Moderate,0
72,1,1,108920.45766123499,28534.880660826053,1,0,0,0,3.4562979990966887,Stable,0
72,2,1,110931.25430102492,27237.499432145814,5,5,0,0,3.52010522642502,Stable,0
72,3,1,110116.42062788754,10224.58067286318,0,4,0,0,3.4942486696813764,Stable,0
72,4,0,110684.06762091337,24242.076383918888,9,1,0,1,3.5122614214482715,Stable,0
72,5,1,110124.22985008002,16536.90794592423,4,5,0,1,3.494496474360295,Stable,0
72,6,0,110856.57471842706,27275.29085373987,7,4,0,0,3.5177354705733768,Stable,0
72,7,1,112361.1846376155,28117.187023416584,3,1,0,0,3.565480222705123,Stable,0
72,8,1,112919.19102629014,28926.238443288526,2,2,0,1,3.5831870558021506,Stable,0
72,9,0,115100.91082634129,26098.101548598042,1,5,0,1,3.6524180702637263,Stable,0
72,10,1,115126.23355902478,17037.198609993957,0,2,0,0,3.653221619130348,Stable,0
72,11,0,114450.7750390058,16880.72065028707,4,5,0,1,3.6317877582988465,Stable,0
72,12,1,114889.01710155995,22804.03743193505,8,0,0,1,3.6456941923742234,Stable,0
73,1,3,103269.81735441319,16407.295639663185,5,2,1,1,6.68210217865798,Moderate,0
73,2,3,98195.57950553004,13959.991752323835,4,1,1,0,6.353772211067485,Moderate,0
73,3,3,92280.19266952397,23611.694707642167,6,2,1,0,5.971015464932969,Moderate,0
73,4,2,89747.82376993952,11328.575306994037,1,1,0,1,5.807157832813745,Moderate,0
73,5,1,87726.80719297644,25482.251819942845,7,1,0,0,5.676387394577351,Moderate,0
73,6,1,85680.93607373774,21171.656847699927,2,5,0,0,5.544008736288438,Moderate,0
73,7,2,79974.8596714384,13494.560752144338,8,0,0,0,5.17479547982901,Moderate,0
73,8,2,74602.33599619303,26118.347801829626,9,1,1,0,4.827164845100143,Moderate,0
73,9,1,73628.53286087647,14631.515541501247,7,5,1,0,4.7641546430993875,Moderate,0
73,10,1,71850.74640596418,12515.190122918888,6,2,0,1,4.649122477381605,Moderate,0
73,11,3,68088.65593253249,15934.92569588454,9,0,0,1,4.405695369705482,Moderate,0
73,12,2,64271.36089030594,13903.752672873748,5,3,0,0,4.158696235091903,Moderate,0
74,1,1,187833.93400703065,14585.370227402167,2,1,0,1,9.65672398279139,Stable,0
74,2,1,188928.76798915045,24312.230819237637,4,1,0,0,9.713010455351325,Stable,0
74,3,1,189315.99521554864,34625.75711805341,4,3,0,0,9.732918181097032,Stable,0
74,4,0,192217.50660044514,22279.611026622726,1,4,0,1,9.882087684067798,Stable,0
74,5,1,191384.45622556217,28701.26733441057,5,0,0,1,9.839259759622024,Stable,0
74,6,0,192778.19943647052,28588.881056619382,5,5,0,1,9.910913444361052,Stable,0
74,7,1,191840.43804273166,14444.10683588071,6,5,0,1,9.862702225291793,Stable,0
74,8,0,190178.54374632117,35139.349783130776,9,1,0,0,9.777262634230409,Stable,0
74,9,1,190095.03971745246,22665.424217159336,7,5,0,1,9.772969611446753,Stable,0
74,10,1,189271.52793382172,32483.689356807696,9,0,0,0,9.73063207519092,Stable,0
74,11,0,189109.96210875097,35607.75058880601,1,1,0,1,9.722325820061846,Stable,0
74,12,0,189761.79397295672,22619.052426943545,9,3,0,0,9.755837125828286,Stable,0
75,1,3,92997.10256368628,13208.050326935272,5,4,0,1,8.905694171861073,Moderate,0
75,2,2,87428.63122293718,10819.942985509884,4,2,0,0,8.372439894056841,Moderate,0
75,3,1,83268.6090099271,11582.784504224408,9,0,0,0,7.974063121491852,Moderate,0
75,4,3,77971.23413470235,4972.418816193445,3,4,0,1,7.46676989135982,Moderate,0
75,5,3,73898.3155278544,6620.629134355021,4,0,0,0,7.076734433269818,Moderate,0
75,6,2,70621.77560295073,7069.73101662743,4,2,1,1,6.762962695133119,Moderate,0
75,7,2,68037.77178215294,8684.336192990198,5,5,1,1,6.5155103860551415,Moderate,0
75,8,1,64451.68576545167,10331.87683063565,1,0,0,0,6.1720955434598235,Moderate,0
75,9,1,60671.01671257906,12070.702096056028,0,5,0,1,5.810046819126229,Moderate,0
75,10,2,58210.130500647705,13177.698375158732,5,4,1,1,5.574384638358802,Moderate,0
75,11,1,57246.720702503946,14727.065219037295,8,1,0,0,5.482125494924015,Moderate,0
75,12,2,56445.54135267502,13301.056255214186,0,2,0,0,5.405402047959625,Moderate,0
76,1,0,141271.1498278547,11033.046777746624,2,3,0,1,5.963091152840343,Stable,0
76,2,0,141333.1763367305,18713.911854146787,1,3,0,0,5.965709307550414,Stable,0
76,3,0,140537.3097388146,10301.434314364582,9,3,0,1,5.932115576100953,Stable,0
76,4,0,139619.6371834747,27929.392130179716,1,1,0,1,5.8933803842191015,Stable,0
76,5,1,140926.24419406522,25620.96830923996,9,3,0,1,5.948532598344815,Stable,0
76,6,1,142464.1348314062,20988.02434299362,3,0,0,0,6.013447353160209,Stable,0
76,7,1,143321.8874406493,16977.827108662277,9,0,0,1,6.049653308882491,Stable,0
76,8,1,145514.405793771,19110.321906087986,1,0,0,0,6.142200066022017,Stable,0
76,9,0,144327.7608566439,10647.038578380068,5,5,0,1,6.0921114815179065,Stable,0
76,10,1,143567.31356413846,14527.369296917776,2,1,0,1,6.060012807955284,Stable,0
76,11,0,143877.72315552592,16167.888568240338,4,4,0,1,6.073115275730303,Stable,0
76,12,1,145910.15242168243,13144.399076243428,5,3,0,1,6.158904631805907,Stable,0
77,1,7,146248.6097352199,26561.264051530925,0,5,0,4,4.779376762804595,Severe,0
77,2,4,111099.33110297029,14735.28078376358,8,3,0,4,3.6307050193366512,Severe,0
77,3,4,91493.9983486289,28465.724112563625,3,2,1,3,2.990006472097158,Severe,0
77,4,4,70714.44263542646,20742.011540965013,4,3,2,2,2.310934541793766,Severe,0
77,5,5,63459.3696486332,25465.93358205132,5,1,2,0,2.07384013584824,Severe,0
77,6,6,51803.36970811185,19072.29788752816,4,2,0,2,1.6929242737156809,Severe,0
77,7,5,43478.74217124015,11738.97896516505,7,2,2,4,1.4208770284067473,Severe,0
77,8,4,33298.572264053066,16853.988271991377,2,4,1,2,1.0881910111933106,Severe,1
77,9,7,27985.80424144834,27691.1011976672,7,0,2,1,0.9145707622256143,Severe,1
77,10,4,21544.151226188827,25130.73845368636,7,2,1,0,0.7040587663104336,Severe,1
77,11,7,18064.235628474264,16878.630217667705,7,3,0,1,0.5903357861443327,Severe,0
77,12,7,16045.88940735515,30058.416119056972,6,1,1,2,0.524376615346225,Severe,1
78,1,7,194483.01639137333,23903.428442764955,7,5,2,0,6.636136683133559,Severe,0
78,2,4,147248.47180659874,33559.55932765153,2,2,0,4,5.02440266210552,Severe,0
78,3,5,119005.15845022236,24988.1355788956,7,1,0,3,4.060686182923027,Severe,0
78,4,5,98311.24601787575,28053.04629582734,0,3,1,0,3.3545698651182176,Severe,0
78,5,6,74037.85685298305,26774.46505808399,2,0,2,1,2.5263148778705693,Severe,0
78,6,3,56743.35304288117,22788.14006491278,4,1,1,2,1.9361929573021828,Severe,0
78,7,5,44523.175443156455,28711.77259326604,7,0,2,4,1.5192168616581967,Severe,0
78,8,6,38171.73665799381,23540.22643159964,5,5,2,3,1.3024934855250576,Severe,0
78,9,3,33581.94335658449,17831.101340498342,5,0,1,0,1.1458808606252613,Severe,1
78,10,4,27607.954349774107,19894.958218213094,3,3,1,0,0.9420368009827891,Severe,1
78,11,5,23989.974618104763,28340.361923971665,4,5,0,4,0.8185843347383914,Severe,0
78,12,4,19204.523252028855,29916.213832129884,3,3,1,2,0.6552954782355643,Severe,1
79,1,1,176643.4419338954,29171.174812307516,2,1,0,1,6.79041005058365,Stable,0
79,2,0,177579.97134546528,24448.238757388455,2,5,0,0,6.826411493147089,Stable,0
79,3,1,178069.32518855284,20863.66375609301,8,4,0,1,6.845222909059359,Stable,0
79,4,0,179963.78429750947,28163.406294546032,8,3,0,0,6.918048449781629,Stable,0
79,5,1,178739.032286916,21613.156341779515,2,3,0,1,6.8709673452064655,Stable,0
79,6,1,178278.81214121624,12631.048567388585,0,0,0,0,6.853275867568648,Stable,0
79,7,0,181444.67645673023,14096.264373788139,6,0,0,0,6.974975924086428,Stable,0
79,8,1,181564.82226339183,28774.40982696146,5,4,0,1,6.979594489509286,Stable,0
79,9,0,180731.9326164065,27587.463966065177,1,0,0,0,6.947577098045453,Stable,0
79,10,0,182618.66475139133,22518.294722868173,1,5,0,0,7.02010560355858,Stable,0
79,11,1,182979.02232512864,24305.25168556716,0,4,0,1,7.033958230430657,Stable,0
79,12,0,184967.86205052605,31332.419941293167,1,3,0,0,7.11041188821996,Stable,0
80,1,0,52129.17643362566,8318.281355531324,8,0,0,1,1.937138297881603,Stable,0
80,2,0,52522.089371899696,8932.224751883774,8,5,0,1,1.9517390791050113,Stable,0
80,3,1,53366.04276239251,23803.571708448915,4,2,0,1,1.983100680154517,Stable,0
80,4,0,54088.965300417,11619.448081550498,3,1,0,1,2.009964732698913,Stable,0
80,5,0,54456.58068086827,21407.29231534595,6,1,0,0,2.023625447889171,Stable,0
80,6,1,53937.722704603715,12607.80777559014,7,5,0,1,2.004344505320221,Stable,0
80,7,1,53532.976972779026,13169.582607299242,4,3,0,0,1.989304013379589,Stable,0
80,8,0,53803.39262293323,12859.037712697133,9,4,0,1,1.9993527528398647,Stable,0
80,9,1,53585.61279395009,16499.19320320181,3,2,0,1,1.9912599787718435,Stable,0
80,10,1,53912.415284534356,21099.587263587473,1,3,0,0,2.0034040728025624,Stable,0
80,11,0,54983.41201765861,10272.333950127062,0,0,0,1,2.0432026833039707,Stable,0
80,12,1,55771.34967285839,22557.815104742105,9,5,0,1,2.0724827201787903,Stable,0
81,1,3,115021.37650663884,19075.686620743792,6,2,0,0,14.6442374267159,Moderate,0
81,2,2,107269.78398721646,14541.465246408698,6,5,1,0,13.657323822156279,Moderate,0
81,3,3,102859.16827837737,15008.116591790691,6,5,0,0,13.0957751292095,Moderate,0
81,4,1,97920.85998280393,16493.58984708683,9,5,0,0,12.467041920104458,Moderate,0
81,5,1,94848.5843785764,7563.9781578784105,7,2,0,1,12.075887382095445,Moderate,0
81,6,2,91150.45761854103,10045.578994047755,1,3,0,0,11.605051021474045,Moderate,0
81,7,3,85088.04665480659,17274.11096152256,1,5,0,0,10.83319983843653,Moderate,0
81,8,2,82004.47051670923,10149.725116726613,2,4,1,1,10.440606544380039,Moderate,0
81,9,3,80219.48597431839,11263.472134959653,7,1,0,0,10.213346723330334,Moderate,0
81,10,2,78115.84217802234,17233.01657391241,8,1,0,1,9.94551599351448,Moderate,0
81,11,1,72842.69141481124,12354.272673221465,2,3,0,0,9.274151468861321,Moderate,0
81,12,2,71753.03279290479,19032.93076893553,5,3,0,1,9.135418825783058,Moderate,0
82,1,1,54358.969993020844,11178.772286477117,5,2,0,1,7.793268695671505,Stable,0
82,2,0,54059.731692294656,6064.626844440445,0,3,0,0,7.750367873932338,Stable,0
82,3,0,54222.88707037873,6174.748689904051,4,0,0,1,7.773758929736307,Stable,0
82,4,0,54679.5913817616,8191.719876122531,2,3,0,1,7.839235141179153,Stable,0
82,5,0,55259.554970696045,10132.600131540263,3,3,0,0,7.922382634276472,Stable,0
82,6,0,56334.208031589864,11099.027684408284,6,1,0,1,8.076452147721017,Stable,0
82,7,0,56915.22917543087,10911.37283413027,0,3,0,0,8.159751259025017,Stable,0
82,8,1,56366.8734273981,9219.16648287739,7,3,0,0,8.081135279256012,Stable,0
82,9,1,56362.736810848015,6110.949025972744,1,1,0,0,8.080542225997828,Stable,0
82,10,0,57368.427420353495,8178.6415904074665,9,3,0,1,8.224724817124851,Stable,0
82,11,1,57556.911728508334,6497.337688201341,9,4,0,0,8.251747199236894,Stable,0
82,12,0,58348.404738373676,11730.370569119334,1,0,0,0,8.365220977298147,Stable,0
83,1,4,69684.74942790139,18751.66706987515,1,1,1,4,2.9293606958759293,Severe,0
83,2,7,55783.95837778984,20175.844748356612,6,0,1,4,2.34500857754175,Severe,0
83,3,6,45771.540790316365,13525.962595636318,6,2,1,3,1.9241132913817895,Severe,0
83,4,6,38895.278968869156,22017.80779556602,5,2,1,0,1.6350536150584862,Severe,0
83,5,5,31068.379619465915,19980.990536172707,0,0,1,0,1.3060316767871754,Severe,0
83,6,4,25330.66595121838,17984.01518971962,3,1,0,4,1.064833523074296,Severe,0
83,7,5,20808.98057253238,8062.311519631955,0,2,2,3,0.8747539499082319,Severe,1
83,8,6,17977.356618900096,18621.827657855363,7,5,2,2,0.7557200438761323,Severe,1
83,9,4,14839.973735014753,7681.218579784548,5,4,0,4,0.6238328492830532,Severe,0
83,10,4,11524.077977375351,21353.2127046859,7,1,0,2,0.4844414503931062,Severe,0
83,11,3,9125.488313731585,10640.622937013379,8,4,1,0,0.38361114901587245,Severe,1
83,12,5,8045.7139101002385,17564.409527579992,2,2,2,4,0.3382203178171013,Severe,1
84,1,1,97521.48289690417,20875.598329141067,0,3,0,0,2.583756336378616,Stable,0
84,2,0,97422.76966906588,23004.374407845735,7,4,0,0,2.5811410056808537,Stable,0
84,3,0,98661.45317007795,30419.719407845838,3,2,0,0,2.6139589679332422,Stable,0
84,4,0,98887.92364862411,20992.49492665785,1,1,0,0,2.619959128272938,Stable,0
84,5,1,100198.7545803495,21030.07540491228,0,4,0,0,2.654688580955144,Stable,0
84,6,1,99310.2340590126,22185.78666665617,7,2,0,0,2.6311479162850464,Stable,0
84,7,0,100265.09192069815,24193.2917768494,3,1,0,0,2.656446137530094,Stable,0
84,8,0,101724.15750187653,30525.550991748347,9,5,0,1,2.695102952711493,Stable,0
84,9,1,101735.35567759466,12883.137711991383,6,3,0,1,2.69539963972453,Stable,0
84,10,0,102482.97405928781,15550.604605036435,1,1,0,1,2.71520721107714,Stable,0
84,11,0,102528.10762387583,24967.160082608003,5,5,0,1,2.716402989997062,Stable,0
84,12,1,103403.83201312071,11533.19264105839,0,3,0,1,2.7396046310347066,Stable,0
85,1,0,109153.23624982881,29663.774520637126,9,0,0,0,4.254273425127319,Stable,0
85,2,0,108941.85434346361,20894.926077325355,6,1,0,1,4.24603476489425,Stable,0
85,3,0,109185.86567157874,14397.973987498195,3,5,0,0,4.255545164624903,Stable,0
85,4,1,109868.04409834604,23788.419186669395,1,0,0,1,4.282133231565481,Stable,0
85,5,0,110602.13542551607,15887.214774133889,8,5,0,1,4.31074461618488,Stable,0
85,6,0,111715.7453362921,25242.19545054157,4,3,0,0,4.354147828147642,Stable,0
85,7,1,111434.36394367275,28150.152986739162,7,2,0,0,4.343180921237013,Stable,0
85,8,0,113065.07025936157,20101.215537241133,7,5,0,0,4.406738088952534,Stable,0
85,9,1,113409.24553570487,14185.060282964874,7,0,0,0,4.420152402462963,Stable,0
85,10,1,112694.67363089808,19967.849603172523,8,5,0,1,4.392301791987207,Stable,0
85,11,1,113862.13219958257,11440.88671761924,6,1,0,0,4.437803768239418,Stable,0
85,12,1,115849.13716063181,27686.917699007197,3,5,0,1,4.51524776066526,Stable,0
86,1,5,140845.38488295357,18761.473428388348,6,4,2,3,5.668689339969277,Severe,0
86,2,6,114445.08445191216,14006.026839414764,0,0,0,0,4.6061404907485635,Severe,0
86,3,5,95336.14667715081,18648.00682499024,5,2,1,0,3.8370515216499665,Severe,0
86,4,6,77288.14487832214,26291.271794584387,8,1,1,2,3.110662684061943,Severe,0
86,5,3,63915.0718655473,13097.691420824587,4,1,0,1,2.5724285311065875,Severe,0
86,6,5,53944.100307104825,22571.413384102227,6,1,2,3,2.171120811798274,Severe,0
86,7,3,43500.19809189453,19039.76707697449,2,3,1,0,1.7507787664821022,Severe,0
86,8,3,33849.31584381222,19522.56210425371,1,3,0,4,1.3623538751271838,Severe,0
86,9,5,29162.685184730173,22339.32288225183,6,2,2,1,1.173728218137503,Severe,1
86,10,5,24487.598034102557,25859.450540226688,4,3,0,0,0.9855671597101098,Severe,0
86,11,5,20733.26904130949,18720.19008196947,3,0,2,1,0.8344644114172233,Severe,1
86,12,7,18586.82636978165,19183.453495015146,3,0,2,4,0.7480752357899454,Severe,1
87,1,3,40446.80467124621,18444.512155255,7,5,0,0,4.563687013021929,Moderate,0
